Time,Ping (ms),Download (Mbit/s),Upload (Mbit/s)
2019-10-23T23:20:42.767198,21.596,27.38,5.91
2019-10-23T23:40:45.261024,22.651,28.20,5.93
2019-10-24T00:00:45.095134,22.902,26.74,6.00
2019-10-24T00:20:45.663482,65.392,27.72,5.40
2019-10-24T00:40:41.761308,23.336,28.24,5.95
2019-10-24T01:00:42.130142,22.431,27.59,6.00
2019-10-24T01:20:41.402263,22.837,26.90,6.00
2019-10-24T01:40:41.582251,59.658,27.83,5.84
2019-10-24T02:00:43.098574,23.509,28.31,5.92
2019-10-24T02:20:41.101413,22.355,27.33,5.88
2019-10-24T02:40:41.061894,23.168,27.56,6.01
2019-10-24T03:00:40.669900,23.783,27.91,5.97
2019-10-24T03:20:40.076529,23.176,28.02,5.99
2019-10-24T03:40:40.133781,27.463,27.81,5.48
